"state","region","year","public","hwy","water","other","private","gsp","emp","unemp"
24,8,1986,6117.91015625,8.31508636474609,6.35591650009155,7.28411436080933,9.87377834320068,9.28386974334717,5.61822462081909,8.10000038146973
25,4,1970,9235.0302734375,8.32713413238525,6.9716215133667,8.30264282226562,9.86060619354248,9.68452262878418,6.18270444869995,3.09999990463257
25,4,1971,9759.4296875,8.34928321838379,6.97642278671265,8.40317344665527,9.89077377319336,9.72004508972168,6.19603681564331,3.59999990463257
25,4,1972,10291.330078125,8.38333988189697,6.94899320602417,8.49200439453125,9.91683769226074,9.76589107513428,6.24804306030273,3.40000009536743
25,4,1973,10785.3603515625,8.40503597259521,6.94911813735962,8.57046890258789,9.96761417388916,9.81378173828125,6.29397344589233,3.29999995231628
25,4,1974,11293.48046875,8.4282283782959,6.9869270324707,8.63705253601074,10.0117473602295,9.80648136138916,6.3316798210144,3.79999995231628
25,4,1975,11814.0302734375,8.44829273223877,7.0357084274292,8.70125293731689,10.0478754043579,9.83718776702881,6.32400035858154,4.19999980926514
25,4,1976,12436.5703125,8.46388912200928,7.14186239242554,8.76909255981445,10.1101856231689,9.86209201812744,6.34931373596191,3.29999995231628
25,4,1977,12902.6201171875,8.48282146453857,7.15298128128052,8.8237419128418,10.1263217926025,9.88139533996582,6.38637399673462,3.70000004768372
25,4,1978,13482.419921875,8.49928760528564,7.17148780822754,8.89142513275146,10.1514949798584,9.91827774047852,6.41329526901245,3
25,4,1979,14181.259765625,8.51429080963135,7.22596883773804,8.96457767486572,10.1840343475342,9.94956016540527,6.44762277603149,3.20000004768372
25,4,1980,14619.9599609375,8.52680492401123,7.2496485710144,9.00749683380127,10.219183921814,9.9318323135376,6.44190311431885,4.09999990463257
25,4,1981,14897.419921875,8.53824996948242,7.27880144119263,9.02903079986572,10.2811660766602,9.98860931396484,6.43486738204956,4.09999990463257
25,4,1982,15039.75,8.54449653625488,7.27258586883545,9.04323196411133,10.2944049835205,9.96382999420166,6.41313123703003,6.09999990463257
25,4,1983,15088.990234375,8.55411338806152,7.27428531646729,9.04289436340332,10.2940301895142,9.93532562255859,6.41476964950562,5.69999980926514
25,4,1984,15027.98046875,8.55943393707275,7.26012182235718,9.0347728729248,10.2946319580078,10.0062246322632,6.45425462722778,4.40000009536743
25,4,1985,14981.5,8.57202243804932,7.25033712387085,9.02293872833252,10.3152523040771,10.0562086105347,6.47774124145508,5.5
25,4,1986,14974.6904296875,8.58388137817383,7.24365568161011,9.01562404632568,10.2565679550171,10.0720901489258,6.48081111907959,5
26,8,1970,3768.60009765625,7.5974817276001,6.14033699035645,7.17870569229126,9.28783226013184,8.90299987792969,5.31468296051025,5.90000009536743
26,8,1971,3877.35009765625,7.62188100814819,6.17628288269043,7.21064138412476,9.32830238342285,8.93577194213867,5.34948587417603,7
26,8,1972,4033.13989257812,7.64695072174072,6.2307767868042,7.26594018936157,9.36788368225098,8.9966516494751,5.40896368026733,7
26,8,1973,4160.7900390625,7.65767049789429,6.23109149932861,7.33671569824219,9.41418361663818,9.07954788208008,5.49962425231934,6.19999980926514
26,8,1974,4296.97021484375,7.67579174041748,6.24171733856201,7.39492321014404,9.46513366699219,9.08941459655762,5.54556798934937,7.5
26,8,1975,4402.10009765625,7.6771502494812,6.24292325973511,7.45546054840088,9.50129985809326,9.11427021026611,5.57253408432007,9.69999980926514
26,8,1976,4500.2099609375,7.68034648895264,6.28902912139893,7.49343395233154,9.61900234222412,9.18194103240967,5.63407516479492,9
26,8,1977,4574.27001953125,7.68462753295898,6.34954118728638,7.51063299179077,9.63110160827637,9.27547264099121,5.73074913024902,7
26,8,1978,4646.27978515625,7.69431066513062,6.40740776062012,7.51976823806763,9.64453125,9.41189289093018,5.85878992080688,4.40000009536743
26,8,1979,4766.0498046875,7.7159218788147,6.42444753646851,7.55251550674438,9.66657829284668,9.49874687194824,5.9498610496521,5.09999990463257
26,8,1980,4935.35986328125,7.73049545288086,6.56768465042114,7.57399892807007,9.69676494598389,9.54616928100586,5.99121427536011,6.19999980926514
26,8,1981,5188.56005859375,7.75009822845459,6.73230600357056,7.61464738845825,9.77316284179688,9.57254981994629,6.01907968521118,7.09999990463257
26,8,1982,5381.9599609375,7.76981353759766,6.78677320480347,7.66288137435913,9.79708003997803,9.53213405609131,5.99421072006226,10
26,8,1983,5500.169921875,7.77884769439697,6.82251310348511,7.69273376464844,9.81450176239014,9.55414295196533,5.99844026565552,9.80000019073486
26,8,1984,5695,7.80604076385498,6.90543270111084,7.715087890625,9.84230709075928,9.60170650482178,6.05443954467773,7.80000019073486
26,8,1985,5856.89990234375,7.82726907730103,6.95604991912842,7.74038171768188,9.88865947723389,9.64691638946533,6.10121536254883,8
26,8,1986,6003,7.85350370407104,6.98722219467163,7.76027536392212,10.0311880111694,9.68607711791992,6.14868211746216,6
27,1,1970,3085.48999023438,7.54395627975464,5.53957605361938,6.84761238098145,8.69241428375244,8.83229541778564,5.55489587783813,3.29999995231628
27,1,1971,3247.53002929688,7.57226133346558,5.61691665649414,6.9362940788269,8.76974678039551,8.85964775085449,5.5602970123291,4.69999980926514
27,1,1972,3419.23999023438,7.60499382019043,5.71264314651489,7.01064586639404,8.8070068359375,8.92478942871094,5.62941789627075,4.5
27,1,1973,3559.44995117188,7.62914991378784,5.77542066574097,7.07315969467163,8.84872436523438,8.9993724822998,5.69642210006714,3.90000009536743
27,1,1974,3688.38989257812,7.66144704818726,5.92077398300171,7.08243083953857,8.90004730224609,8.98919486999512,5.70478200912476,3.59999990463257
27,1,1975,3783.90991210938,7.68133878707886,5.98559761047363,7.1055645942688,8.94521141052246,8.96431159973145,5.67948961257935,9
27,1,1976,3915.3798828125,7.7027006149292,6.06059408187866,7.14869165420532,8.92746639251709,9.04428577423096,5.74748039245605,6.40000009536743
27,1,1977,4084.0400390625,7.72196435928345,6.16604804992676,7.20811891555786,8.94561004638672,9.11427021026611,5.82037973403931,5.90000009536743
27,1,1978,4223.58984375,7.74144220352173,6.23767995834351,7.2514443397522,8.97295570373535,9.21054077148438,5.88499212265015,3.79999995231628
27,1,1979,4329.97021484375,7.75501728057861,6.3418927192688,7.26462507247925,9.0119800567627,9.26596450805664,5.93621587753296,3.09999990463257
27,1,1980,4348.93994140625,7.75883722305298,6.328293800354,7.27694368362427,9.05518531799316,9.28154373168945,5.9542818069458,4.69999980926514
27,1,1981,4369.35009765625,7.75965261459351,6.36102628707886,7.27684688568115,9.11983489990234,9.33538627624512,5.97787237167358,5
27,1,1982,4353.02001953125,7.75373077392578,6.40880870819092,7.2553014755249,9.14981746673584,9.35927772521973,5.97736549377441,7.40000009536743
27,1,1983,4333.41015625,7.74712181091309,6.43404865264893,7.2412371635437,9.16695022583008,9.45273780822754,6.01493692398071,5.40000009536743
27,1,1984,4324.97998046875,7.75244235992432,6.43677520751953,7.22500085830688,9.18515300750732,9.55393028259277,6.0901780128479,4.30000019073486
27,1,1985,4316.6298828125,7.75694847106934,6.45171785354614,7.2042088508606,9.21602916717529,9.65123653411865,6.1441855430603,3.90000009536743
27,1,1986,4331.5400390625,7.76221752166748,6.45758581161499,7.20333862304688,9.3812255859375,9.74525356292725,6.19460964202881,2.79999995231628
28,2,1970,24857.740234375,9.2481746673584,8.28484535217285,9.25996780395508,10.9681358337402,11.3663492202759,7.86564826965332,4.59999990463257
28,2,1971,26627.6796875,9.32921123504639,8.31907653808594,9.32937335968018,11.0009002685547,11.3972110748291,7.86618566513062,5.69999980926514
28,2,1972,28256.830078125,9.39765739440918,8.34024810791016,9.39329624176025,11.041919708252,11.4444751739502,7.89076948165894,5.80000019073486
28,2,1973,29544.990234375,9.45822525024414,8.38635349273682,9.42101192474365,11.0855369567871,11.4911603927612,7.92287731170654,5.59999990463257
28,2,1974,30629.689453125,9.51011562347412,8.3911828994751,9.45141124725342,11.140585899353,11.4601993560791,7.93128490447998,6.90000009536743
28,2,1975,31830.650390625,9.54291248321533,8.41679763793945,9.50022602081299,11.1894693374634,11.4152355194092,7.90096998214722,10
28,2,1976,32396.140625,9.54781436920166,8.43725109100342,9.5299768447876,11.0926733016968,11.4515714645386,7.92070055007935,10
28,2,1977,32775.76953125,9.54360198974609,8.47705459594727,9.54805278778076,11.1148042678833,11.486273765564,7.95046710968018,9.39999961853027
28,2,1978,33066.76171875,9.53160095214844,8.53607368469238,9.55978584289551,11.1470680236816,11.5287294387817,7.99358606338501,7.19999980926514
28,2,1979,33268.6015625,9.52105903625488,8.59494495391846,9.562424659729,11.1887521743774,11.5458765029907,8.01539325714111,6.90000009536743
28,2,1980,33625.26953125,9.51475620269775,8.66153907775879,9.56735134124756,11.2341432571411,11.5383100509644,8.02630043029785,7.19999980926514
28,2,1981,33794.23828125,9.50598049163818,8.7044792175293,9.56972885131836,11.2540683746338,11.5696363449097,8.03880214691162,7.30000019073486
28,2,1982,34144.8515625,9.49506092071533,8.74118423461914,9.58847808837891,11.2870569229126,11.577823638916,8.03683185577393,9
28,2,1983,34320.26953125,9.498779296875,8.74512004852295,9.59539031982422,11.3094625473022,11.638747215271,8.05994033813477,7.80000019073486
28,2,1984,34385.921875,9.50412845611572,8.74580669403076,9.59469413757324,11.3355798721313,11.7067470550537,8.11048698425293,6.19999980926514
28,2,1985,34528.53125,9.50948047637939,8.76272583007812,9.59219741821289,11.3795557022095,11.7476816177368,8.13566875457764,5.69999980926514
28,2,1986,34675.69140625,9.52654075622559,8.75906753540039,9.58798599243164,11.4673013687134,11.8016166687012,8.15762805938721,5
29,8,1970,6082.2001953125,8.08849143981934,6.68834209442139,7.61206007003784,9.84740734100342,9.46008682250977,5.67880630493164,5.90000009536743
29,8,1971,6195.5,8.11429500579834,6.71440124511719,7.61550045013428,9.8765115737915,9.4943151473999,5.72260427474976,6.19999980926514
29,8,1972,6238.490234375,8.12711811065674,6.68499898910522,7.62712574005127,9.8967113494873,9.5377721786499,5.79148817062378,5.80000019073486
29,8,1973,6326.02978515625,8.14409255981445,6.65840911865234,7.6514720916748,9.93269538879395,9.5879545211792,5.84643888473511,5.69999980926514
29,8,1974,6367.27001953125,8.14506816864014,6.66513586044312,7.66686344146729,9.96712684631348,9.6321382522583,5.88665962219238,6.30000019073486
29,8,1975,6447.3798828125,8.14926910400391,6.69565057754517,7.68600606918335,9.99692153930664,9.65123653411865,5.91404342651367,10
29,8,1976,6606.97021484375,8.15333271026611,6.78369903564453,7.71811199188232,10.0824689865112,9.67608451843262,5.96614694595337,9.10000038146973
29,8,1977,6724.7099609375,8.16096687316895,6.79146862030029,7.75487613677979,10.1040363311768,9.73696041107178,6.02924203872681,7.80000019073486
29,8,1978,6786.25,8.1590404510498,6.79904460906982,7.78090047836304,10.1373491287231,9.80488204956055,6.09649991989136,5.69999980926514
29,8,1979,6902.830078125,8.16501998901367,6.82856035232544,7.80920839309692,10.1753187179565,9.85629081726074,6.13339805603027,6.59999990463257
29,8,1980,7104.7001953125,8.18305110931396,6.87971591949463,7.84486770629883,10.2168779373169,9.88654518127441,6.14289712905884,7.5
29,8,1981,7296.52978515625,8.19297981262207,6.92498588562012,7.88746404647827,10.201358795166,9.91665077209473,6.16436672210693,7.30000019073486
29,8,1982,7402.2099609375,8.19728851318359,6.94686079025269,7.9125075340271,10.2408876419067,9.90463733673096,6.16036319732666,9.19999980926514
29,8,1983,7634.64013671875,8.22672557830811,6.97680568695068,7.94576072692871,10.2631683349609,9.9175386428833,6.17274379730225,10
29,8,1984,7904.31982421875,8.26284027099609,7.01870632171631,7.97587060928345,10.2721710205078,9.96791648864746,6.22019243240356,7.5
29,8,1985,8228.3095703125,8.30105018615723,7.04796934127808,8.02279567718506,10.2936525344849,9.98695468902588,6.25421333312988,8.80000019073486
29,8,1986,8483.3701171875,8.31783485412598,7.08894300460815,8.06729030609131,10.3158693313599,9.95958423614502,6.26511096954346,9.19999980926514
30,2,1970,106893.4921875,10.4537591934204,9.26263618469238,11.0297498703003,11.8252782821655,12.399956703186,8.87576198577881,4.5
30,2,1971,110931.9609375,10.4744005203247,9.30618572235107,11.0748615264893,11.8691720962524,12.4090871810913,8.85529232025146,6.59999990463257
30,2,1972,115957.65625,10.4923877716064,9.3796501159668,11.1283311843872,11.9144868850708,12.4341993331909,8.85914993286133,6.69999980926514
30,2,1973,121450.046875,10.5099439620972,9.45773220062256,11.1839323043823,11.9641122817993,12.4626436233521,8.87237548828125,5.40000009536743
30,2,1974,126498.15625,10.5107860565186,9.54870891571045,11.2353553771973,12.0252733230591,12.4300479888916,8.86461925506592,6.30000019073486
30,2,1975,131097.03125,10.5168209075928,9.6461067199707,11.2734498977661,12.0730018615723,12.3986043930054,8.82906532287598,9.5
30,2,1976,134166.03125,10.5145740509033,9.72163200378418,11.2977867126465,11.9419641494751,12.4096708297729,8.82313251495361,10
30,2,1977,134701.890625,10.5047025680542,9.76921558380127,11.2988424301147,11.9627561569214,12.4335746765137,8.8331127166748,9.10000038146973
30,2,1978,134632.828125,10.4930658340454,9.7982063293457,11.2968425750732,11.996729850769,12.4458532333374,8.8600025177002,7.69999980926514
30,2,1979,134765.25,10.4884805679321,9.84716320037842,11.2892942428589,12.0395736694336,12.446325302124,8.87897109985352,7.09999990463257
30,2,1980,134166.703125,10.4867630004883,9.87512111663818,11.2757863998413,12.0867214202881,12.4282960891724,8.88282203674316,7.5
30,2,1981,133207.703125,10.4811735153198,9.90509700775146,11.2585134506226,12.0637674331665,12.453709602356,8.89388847351074,7.59999990463257
30,2,1982,132189.1875,10.4856386184692,9.90665626525879,11.2427959442139,12.0983438491821,12.4517049789429,8.88939094543457,8.60000038146973
30,2,1983,131808.828125,10.4850759506226,9.90946197509766,11.237322807312,12.1222639083862,12.4984283447266,8.8974494934082,8.60000038146973
30,2,1984,131365.125,10.4904470443726,9.91459274291992,11.2275276184082,12.1518459320068,12.5605249404907,8.9320011138916,7.19999980926514
30,2,1985,131529.921875,10.4930467605591,9.9262113571167,11.2253284454346,12.2032032012939,12.599401473999,8.95561599731445,6.5
30,2,1986,132203.015625,10.4987554550171,9.93767642974854,11.2283992767334,12.2015256881714,12.6419792175293,8.97561740875244,6.30000019073486
31,5,1970,16840,8.94508361816406,7.76396894454956,8.82698154449463,10.6804571151733,10.7799348831177,7.48588418960571,4.30000019073486
31,5,1971,17688.470703125,8.9915885925293,7.78722429275513,8.88788032531738,10.7445878982544,10.8223152160645,7.5031795501709,4.80000019073486
31,5,1972,18419.01953125,9.0399751663208,7.79876089096069,8.9290189743042,10.7816581726074,10.9082288742065,7.55585289001465,4
31,5,1973,19081.720703125,9.08365154266357,7.80733919143677,8.9635534286499,10.8169450759888,10.9677667617798,7.60991191864014,3.5
31,5,1974,19701.01953125,9.1253490447998,7.82872295379639,8.98770809173584,10.8678112030029,10.9603395462036,7.62471675872803,4.5
31,5,1975,20334.130859375,9.14286804199219,7.87338447570801,9.0312328338623,10.914909362793,10.9382362365723,7.59080171585083,8.60000038146973
31,5,1976,21062.439453125,9.15677165985107,7.93548011779785,9.08129405975342,10.9675035476685,10.9930925369263,7.64142036437988,6.19999980926514
31,5,1977,22029.509765625,9.18496799468994,8.01549625396729,9.13265323638916,10.9871006011963,11.0458135604858,7.68266677856445,5.90000009536743
31,5,1978,22652,9.20181083679199,8.08221054077148,9.15910530090332,11.0161371231079,11.103588104248,7.73078966140747,4.30000019073486
31,5,1979,23305.830078125,9.22539138793945,8.12767028808594,9.18679428100586,11.0532712936401,11.127836227417,7.77191019058228,4.80000019073486
31,5,1980,24164.7109375,9.24405765533447,8.16885471343994,9.23917007446289,11.0919628143311,11.1282186508179,7.7748556137085,6.59999990463257
31,5,1981,24576.099609375,9.24970149993896,8.2092399597168,9.25912094116211,11.1168174743652,11.1618776321411,7.77971792221069,6.40000009536743
31,5,1982,24698.580078125,9.24203300476074,8.23664283752441,9.26858520507812,11.1428909301758,11.1437149047852,7.76089334487915,9
31,5,1983,24700.310546875,9.23126125335693,8.25550365447998,9.27238845825195,11.1567811965942,11.2057619094849,7.79119205474854,8.89999961853027
31,5,1984,24674.169921875,9.22623157501221,8.264084815979,9.27162933349609,11.16810131073,11.2900314331055,7.84979152679443,6.69999980926514
31,5,1985,24744.189453125,9.22221565246582,8.27742481231689,9.27712726593018,11.1948261260986,11.3286418914795,7.88276767730713,5.40000009536743
31,5,1986,25179.369140625,9.22460842132568,8.29688835144043,9.30785751342773,11.3385829925537,11.3779182434082,7.91720867156982,5.30000019073486
32,4,1970,4173.06982421875,7.90727996826172,5.7293529510498,7.0460376739502,9.35632610321045,8.70350646972656,5.09742450714111,4.59999990463257
32,4,1971,4226.31005859375,7.91604900360107,5.74377202987671,7.06744766235352,9.37949371337891,8.78737258911133,5.11799383163452,5.30000019073486
32,4,1972,4302.56982421875,7.94316148757935,5.743323802948,7.068359375,9.39568424224854,8.85580635070801,5.17105197906494,4.90000009536743
32,4,1973,4330.52001953125,7.94951868057251,5.73434400558472,7.07919263839722,9.44741439819336,9.00208568572998,5.21439218521118,5.09999990463257
32,4,1974,4404.39990234375,7.96855163574219,5.78120613098145,7.08303546905518,9.48133754730225,8.98719692230225,5.26682662963867,3
32,4,1975,4458.27978515625,7.9737343788147,5.80477333068848,7.10883331298828,9.50956249237061,9.02002716064453,5.31615734100342,3.59999990463257
32,4,1976,4492.22998046875,7.97361707687378,5.85286331176758,7.12340688705444,9.62102031707764,9.00785732269287,5.37063789367676,3.59999990463257
32,4,1977,4573.93994140625,7.98739528656006,5.91279983520508,7.13932704925537,9.61910057067871,8.99677562713623,5.39861488342285,4.80000019073486
32,4,1978,4628.14990234375,8.00139808654785,5.97614765167236,7.13017845153809,9.64193534851074,9.10719966888428,5.45532131195068,4.80000019073486
32,4,1979,4704.64013671875,8.01021385192871,6.06784677505493,7.13992214202881,9.67343711853027,9.16555213928223,5.49798774719238,3.70000004768372
32,4,1980,4798.60986328125,8.02311611175537,6.14216661453247,7.15687084197998,9.70666980743408,9.16167545318604,5.50207424163818,5
32,4,1981,4888.2001953125,8.0294942855835,6.21322727203369,7.184401512146,9.94846057891846,9.26217365264893,5.51905822753906,5
32,4,1982,4893,8.02780246734619,6.23403787612915,7.18400716781616,9.97400283813477,9.23921966552734,5.52026033401489,5.90000009536743
32,4,1983,4929.2099609375,8.02655601501465,6.26051807403564,7.20380735397339,9.98300266265869,9.17988109588623,5.52385807037354,5.59999990463257
32,4,1984,4929.22998046875,8.02432537078857,6.27489376068115,7.2032642364502,9.9833984375,9.21463108062744,5.53141117095947,5.09999990463257
32,4,1985,4968.31982421875,8.03506851196289,6.29312372207642,7.20052194595337,9.99969482421875,9.1986722946167,5.52942895889282,5.90000009536743
32,4,1986,5014.77001953125,8.04745197296143,6.3012261390686,7.20318222045898,9.97843265533447,9.19075012207031,5.52106094360352,6.30000019073486
33,3,1970,48317.6796875,10.0712547302246,8.99254131317139,9.71845817565918,11.5749235153198,11.7059640884399,8.26377105712891,5.40000009536743
33,3,1971,50241.05078125,10.0995378494263,9.01014804840088,9.78264999389648,11.6107320785522,11.7188901901245,8.25312328338623,6.5
33,3,1972,51395.75,10.1159172058105,9.01458835601807,9.8222770690918,11.6458759307861,11.7648429870605,8.27853012084961,5.5
33,3,1973,52356.390625,10.12193775177,9.009596824646,9.86745738983154,11.682562828064,11.8323678970337,8.32188320159912,4.30000019073486
33,3,1974,52834.75,10.1253175735474,8.99631881713867,9.89314651489258,11.7308206558228,11.8124599456787,8.33552742004395,5
33,3,1975,53464.6796875,10.12917137146,9.00632667541504,9.91574192047119,11.7765512466431,11.7529497146606,8.29809188842773,9.10000038146973
33,3,1976,54188.05078125,10.1258487701416,9.00976848602295,9.95346736907959,11.7209329605103,11.8033313751221,8.31742477416992,7.80000019073486
33,3,1977,54969.48046875,10.1235980987549,9.00744915008545,9.99339771270752,11.7492904663086,11.8527212142944,8.3499813079834,6.5
33,3,1978,55391.109375,10.1178503036499,9.01043224334717,10.0177803039551,11.7792415618896,11.8978271484375,8.38819980621338,5.40000009536743
33,3,1979,56115.21875,10.1144094467163,9.07518577575684,10.0293750762939,11.8171157836914,11.9033851623535,8.40844917297363,5.90000009536743
33,3,1980,56513.62109375,10.1089859008789,9.12923431396484,10.0314378738403,11.8575286865234,11.8549680709839,8.38192272186279,8.39999961853027
33,3,1981,56980.171875,10.1000213623047,9.18468379974365,10.0384531021118,11.7763566970825,11.8617706298828,8.37047863006592,9.60000038146973
33,3,1982,57101.01171875,10.0870409011841,9.21866416931152,10.0427198410034,11.804313659668,11.8071165084839,8.32465171813965,13
33,3,1983,56929.0390625,10.0763292312622,9.24381923675537,10.035174369812,11.8199872970581,11.8307313919067,8.3169116973877,12
33,3,1984,56648.4609375,10.0692710876465,9.24001789093018,10.0319194793701,11.8321485519409,11.9048252105713,8.35707187652588,9.39999961853027
33,3,1985,56463.30859375,10.078537940979,9.24446678161621,10.0118951797485,11.8596973419189,11.9361581802368,8.38318157196045,8.89999961853027
33,3,1986,56283.12109375,10.0755815505981,9.25322532653809,10.0028409957886,11.8431615829468,11.9610729217529,8.40545654296875,8.10000038146973
34,7,1970,11168.1904296875,8.65395927429199,7.30417966842651,8.28118991851807,10.571084022522,10.4121704101562,6.6367335319519,4.40000009536743
34,7,1971,11478.150390625,8.68761920928955,7.30657148361206,8.30870151519775,10.601390838623,10.4305505752563,6.65208864212036,4.90000009536743
34,7,1972,11680.580078125,8.69856452941895,7.30674600601196,8.34187507629395,10.6196756362915,10.4685173034668,6.69937705993652,4.5
34,7,1973,11832.900390625,8.64770698547363,7.31470584869385,8.44108963012695,10.6410331726074,10.5004816055298,6.74746894836426,4.19999980926514
34,7,1974,12026.6103515625,8.66928100585938,7.31606292724609,8.45553684234619,10.6756534576416,10.4943246841431,6.78773212432861,4.40000009536743
34,7,1975,12396.490234375,8.68105220794678,7.35463094711304,8.50569343566895,10.7063302993774,10.4903573989868,6.80206155776978,7.19999980926514
34,7,1976,12730.8203125,8.68721771240234,7.36649560928345,8.56065082550049,10.8004808425903,10.5287837982178,6.83636665344238,5.59999990463257
34,7,1977,12979.009765625,8.6888484954834,7.41465139389038,8.59091758728027,10.8133487701416,10.5773248672485,6.87884140014648,5
34,7,1978,13229.509765625,8.69491958618164,7.47994327545166,8.60975074768066,10.8431081771851,10.6349897384644,6.94283294677734,3.90000009536743
34,7,1979,13492.1103515625,8.69972801208496,7.53612375259399,8.63342666625977,10.8801326751709,10.6813201904297,6.99200439453125,3.40000009536743
34,7,1980,13835.66015625,8.70604515075684,7.59029150009155,8.66861915588379,10.9208574295044,10.7131729125977,7.03711557388306,4.80000019073486
34,7,1981,14248.01953125,8.71146774291992,7.63761520385742,8.71622085571289,11.0550804138184,10.7629117965698,7.09107637405396,3.59999990463257
34,7,1982,14564.3203125,8.72116374969482,7.64675045013428,8.75450611114502,11.0947484970093,10.7934341430664,7.1040620803833,5.69999980926514
34,7,1983,14766.509765625,8.72575283050537,7.65337610244751,8.77944374084473,11.1177854537964,10.7455930709839,7.06527185440063,9
34,7,1984,15088.8798828125,8.74254703521729,7.67961645126343,8.80406379699707,11.1286745071411,10.7684640884399,7.0735239982605,7
34,7,1985,15480.7998046875,8.75329113006592,7.7392373085022,8.83238220214844,11.1540803909302,10.761682510376,7.06073379516602,7.09999990463257
34,7,1986,15891.08984375,8.76496028900146,7.81194925308228,8.85585308074951,11.0763702392578,10.7348299026489,7.02500486373901,8.19999980926514
35,9,1970,11143.6396484375,8.61652088165283,7.43845415115356,8.27420139312744,10.0233154296875,10.0145816802979,6.56596899032593,6.19999980926514
35,9,1971,11481.580078125,8.6379566192627,7.45425701141357,8.32180786132812,10.0615701675415,10.0553503036499,6.59181070327759,6.59999990463257
35,9,1972,11830.75,8.67733764648438,7.497878074646,8.33282566070557,10.0976648330688,10.1407709121704,6.65247583389282,5.69999980926514
35,9,1973,12150.509765625,8.71360015869141,7.50920391082764,8.3524694442749,10.1387357711792,10.2027025222778,6.7046594619751,5.30000019073486
35,9,1974,12912.830078125,8.7504358291626,7.52940654754639,8.46324348449707,10.190221786499,10.2307748794556,6.73125696182251,7.5
35,9,1975,13214.7998046875,8.75186061859131,7.58319664001465,8.50257873535156,10.2341003417969,10.2209949493408,6.73030185699463,11
35,9,1976,13671.1396484375,8.75699424743652,7.6564884185791,8.55676937103271,10.3229427337646,10.2941436767578,6.77821588516235,9.5
35,9,1977,13976.1298828125,8.76539325714111,7.70900344848633,8.582839012146,10.3475379943848,10.3544673919678,6.84257650375366,7.40000009536743
35,9,1978,14350.990234375,8.76041030883789,7.75512027740479,8.63777542114258,10.3757448196411,10.4280090332031,6.91691303253174,6.09999990463257
35,9,1979,14724.2197265625,8.75979232788086,7.81875610351562,8.67669296264648,10.4124717712402,10.4715251922607,6.96224355697632,6.80000019073486
35,9,1980,15020.0498046875,8.75993537902832,7.86165761947632,8.70790100097656,10.4521474838257,10.4562797546387,6.95138931274414,8.30000019073486
35,9,1981,15420.5498046875,8.76989078521729,7.9142484664917,8.73987293243408,10.5042400360107,10.4226980209351,6.92628240585327,9.89999961853027
35,9,1982,15666.8603515625,8.77940082550049,7.94088649749756,8.75747585296631,10.5278520584106,10.3465051651001,6.86807823181152,12
35,9,1983,15743.830078125,8.78934764862061,7.96252012252808,8.74966430664062,10.5398788452148,10.3703298568726,6.87388801574707,11
35,9,1984,15759.0400390625,8.79321193695068,7.96449279785156,8.747145652771,10.5525989532471,10.4266471862793,6.91463184356689,9.39999961853027
35,9,1985,15844.490234375,8.80086421966553,7.9773097038269,8.74678516387939,10.5791931152344,10.4564819335938,6.9373140335083,8.80000019073486
35,9,1986,15947.6298828125,8.81231784820557,7.98283290863037,8.74845218658447,10.5299501419067,10.4894390106201,6.96460819244385,8.5
36,2,1970,50428.3515625,9.9761381149292,8.83541679382324,10.0009698867798,11.5687284469604,11.7750358581543,8.37829875946045,4.5
36,2,1971,53374.91015625,10.0377292633057,8.85724353790283,10.0637521743774,11.6079196929932,11.7762126922607,8.36434459686279,5.40000009536743
36,2,1972,56250.55859375,10.0887603759766,8.88219356536865,10.1257123947144,11.644229888916,11.8206157684326,8.38935947418213,5.40000009536743
36,2,1973,58090.05859375,10.1120014190674,8.89816570281982,10.1710157394409,11.6842803955078,11.8703899383545,8.41327571868896,4.80000019073486
36,2,1974,59430.51171875,10.1334800720215,8.90563678741455,10.1993341445923,11.7335710525513,11.8537883758545,8.41507148742676,5.09999990463257
36,2,1975,60860.6015625,10.1512670516968,8.93469524383545,10.2272443771362,11.7797288894653,11.8191442489624,8.39746284484863,8.30000019073486
36,2,1976,61871.01953125,10.1668043136597,8.95613574981689,10.2432012557983,11.7313766479492,11.8506679534912,8.4146728515625,7.90000009536743
36,2,1977,62830.91015625,10.178918838501,8.97809886932373,10.2598114013672,11.7541036605835,11.8782005310059,8.42621803283691,7.69999980926514
36,2,1978,62861.359375,10.1776113510132,9.00292587280273,10.2550935745239,11.7845726013184,11.9058456420898,8.45875835418701,6.90000009536743
36,2,1979,62652.44140625,10.1672897338867,9.03113555908203,10.2490501403809,11.8226537704468,11.914589881897,8.47764110565186,6.90000009536743
36,2,1980,62617.53125,10.1509141921997,9.06606960296631,10.2522573471069,11.8626699447632,11.887017250061,8.466552734375,7.80000019073486
36,2,1981,62440.578125,10.1309576034546,9.10357284545898,10.2522001266479,11.7978467941284,11.8952579498291,8.46144771575928,8.39999961853027
36,2,1982,62061.6484375,10.1167278289795,9.13036632537842,10.2426919937134,11.8262796401978,11.858512878418,8.42947578430176,11
36,2,1983,61479.96875,10.1054553985596,9.12790203094482,10.2326154708862,11.8427486419678,11.8770341873169,8.41721820831299,12
36,2,1984,61158.4296875,10.0941181182861,9.11444568634033,10.2353982925415,11.8568992614746,11.927713394165,8.44565391540527,9.10000038146973
36,2,1985,60661.76953125,10.0841999053955,9.09559631347656,10.2322301864624,11.8868246078491,11.9563865661621,8.46174430847168,8
